"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"HIV-thesis-feb-24-3-55-pm.nlogo"
"Base experiment"
"02/24/2024 21:34:05:382 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-12","12","-12","12"
"[run number]","average-coupling-tendency","average-drug-tendency","average-test-frequency","average-condom-use","initial-people","average-treatment-tendency","average-commitment","[step]","count turtles with [treated?]","count turtles with [infected?]","count turtles with [drugs?]","count turtles with [known?]","count turtles with [infected? and not known?]","count turtles with [gender = 1 and infected?]","count turtles with [shape = ""person lefty"" and infected?]","count turtles with [shape = ""person righty"" and infected?]","count turtles with [infected? and drugs?]","count turtles with [gender = 1]","count turtles with [gender = 0]","count turtles with [shape = ""person lefty""]","count turtles with [shape = ""person righty""]"
"14","3","1","1","4","5000","4","523","25185","4986","4988","63","4988","0","2509","1264","1215","63","2517","2483","1268","1215"
"5","3","1","1","4","5000","4","523","27375","4990","4992","63","4992","0","2480","1238","1274","63","2486","2514","1240","1274"
"2","3","1","1","4","5000","4","523","24090","4979","4988","63","4988","0","2518","1256","1214","63","2526","2474","1260","1214"
"6","3","1","1","4","5000","4","523","24820","4986","4992","63","4991","1","2538","1191","1263","63","2542","2458","1195","1263"
"15","3","1","1","4","5000","4","523","24090","4984","4987","63","4987","0","2490","1234","1263","63","2498","2502","1239","1263"
"8","3","1","1","4","5000","4","523","23725","4978","4986","63","4986","0","2421","1333","1232","63","2431","2569","1337","1232"
"11","3","1","1","4","5000","4","523","28105","4990","4992","63","4992","0","2544","1246","1202","63","2551","2449","1247","1202"
"4","3","1","1","4","5000","4","523","24090","4968","4978","63","4978","0","2511","1292","1175","63","2527","2473","1298","1175"
"12","3","1","1","4","5000","4","523","28470","4996","4998","63","4998","0","2512","1255","1231","63","2512","2488","1257","1231"
"16","3","1","1","4","5000","4","523","24455","4980","4984","63","4984","0","2506","1250","1228","62","2518","2482","1254","1228"
"17","3","1","1","4","5000","4","523","0","0","400","63","0","400","199","97","104","0","2472","2528","1235","1293"
"9","3","1","1","4","5000","4","523","24455","4984","4987","63","4987","0","2544","1213","1230","63","2552","2448","1218","1230"
"13","3","1","1","4","5000","4","523","24090","4968","4979","63","4978","1","2514","1245","1220","63","2527","2473","1253","1220"
"7","3","1","1","4","5000","4","523","23725","4985","4988","63","4988","0","2505","1286","1197","63","2511","2489","1292","1197"
"3","3","1","1","4","5000","4","523","24090","4978","4981","63","4981","0","2495","1206","1280","63","2506","2494","1214","1280"
"14","3","1","1","4","5000","4","523","25550","4986","4990","63","4990","0","2511","1264","1215","63","2517","2483","1268","1215"
"5","3","1","1","4","5000","4","523","27740","4992","4993","63","4993","0","2481","1238","1274","63","2486","2514","1240","1274"
"2","3","1","1","4","5000","4","523","24455","4984","4988","63","4988","0","2518","1256","1214","63","2526","2474","1260","1214"
"6","3","1","1","4","5000","4","523","25185","4987","4993","63","4992","1","2538","1192","1263","63","2542","2458","1195","1263"
"11","3","1","1","4","5000","4","523","28470","4991","4993","63","4993","0","2545","1246","1202","63","2551","2449","1247","1202"
"12","3","1","1","4","5000","4","523","28835","4996","4998","63","4998","0","2512","1255","1231","63","2512","2488","1257","1231"
"15","3","1","1","4","5000","4","523","24455","4984","4989","63","4989","0","2491","1235","1263","63","2498","2502","1239","1263"
"8","3","1","1","4","5000","4","523","24090","4979","4988","63","4988","0","2423","1333","1232","63","2431","2569","1337","1232"
"4","3","1","1","4","5000","4","523","24455","4971","4978","63","4978","0","2511","1292","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","24820","4981","4985","63","4985","0","2507","1250","1228","62","2518","2482","1254","1228"
"9","3","1","1","4","5000","4","523","24820","4985","4988","63","4988","0","2544","1214","1230","63","2552","2448","1218","1230"
"13","3","1","1","4","5000","4","523","24455","4970","4979","63","4978","1","2514","1245","1220","63","2527","2473","1253","1220"
"7","3","1","1","4","5000","4","523","24090","4987","4991","63","4991","0","2507","1287","1197","63","2511","2489","1292","1197"
"3","3","1","1","4","5000","4","523","24455","4978","4984","63","4984","0","2498","1206","1280","63","2506","2494","1214","1280"
"14","3","1","1","4","5000","4","523","25915","4988","4993","63","4993","0","2513","1265","1215","63","2517","2483","1268","1215"
"17","3","1","1","4","5000","4","523","365","109","597","63","160","437","264","134","199","13","2472","2528","1235","1293"
"5","3","1","1","4","5000","4","523","28105","4992","4993","63","4993","0","2481","1238","1274","63","2486","2514","1240","1274"
"11","3","1","1","4","5000","4","523","28835","4991","4993","63","4993","0","2545","1246","1202","63","2551","2449","1247","1202"
"6","3","1","1","4","5000","4","523","25550","4989","4993","63","4992","1","2538","1192","1263","63","2542","2458","1195","1263"
"2","3","1","1","4","5000","4","523","24820","4986","4988","63","4988","0","2518","1256","1214","63","2526","2474","1260","1214"
"12","3","1","1","4","5000","4","523","29200","4996","4998","63","4998","0","2512","1255","1231","63","2512","2488","1257","1231"
"15","3","1","1","4","5000","4","523","24820","4984","4989","63","4989","0","2491","1235","1263","63","2498","2502","1239","1263"
"8","3","1","1","4","5000","4","523","24455","4984","4991","63","4991","0","2426","1333","1232","63","2431","2569","1337","1232"
"4","3","1","1","4","5000","4","523","24820","4973","4978","63","4978","0","2511","1292","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","25185","4984","4986","63","4986","0","2507","1251","1228","62","2518","2482","1254","1228"
"18","3","1","1","4","5000","4","523","0","0","400","63","0","400","198","111","91","0","2505","2495","1271","1224"
"9","3","1","1","4","5000","4","523","25185","4986","4988","63","4988","0","2544","1214","1230","63","2552","2448","1218","1230"
"13","3","1","1","4","5000","4","523","24820","4973","4980","63","4980","0","2515","1245","1220","63","2527","2473","1253","1220"
"5","3","1","1","4","5000","4","523","28470","4992","4994","63","4994","0","2481","1239","1274","63","2486","2514","1240","1274"
"7","3","1","1","4","5000","4","523","24455","4987","4994","63","4994","0","2510","1287","1197","63","2511","2489","1292","1197"
"11","3","1","1","4","5000","4","523","29200","4991","4993","63","4993","0","2545","1246","1202","63","2551","2449","1247","1202"
"14","3","1","1","4","5000","4","523","26280","4988","4995","63","4995","0","2515","1265","1215","63","2517","2483","1268","1215"
"3","3","1","1","4","5000","4","523","24820","4979","4986","63","4986","0","2499","1207","1280","63","2506","2494","1214","1280"
"6","3","1","1","4","5000","4","523","25915","4991","4994","63","4992","2","2539","1192","1263","63","2542","2458","1195","1263"
"2","3","1","1","4","5000","4","523","25185","4987","4988","63","4988","0","2518","1256","1214","63","2526","2474","1260","1214"
"17","3","1","1","4","5000","4","523","730","214","822","63","358","464","371","173","278","15","2472","2528","1235","1293"
"15","3","1","1","4","5000","4","523","25185","4986","4989","63","4989","0","2491","1235","1263","63","2498","2502","1239","1263"
"8","3","1","1","4","5000","4","523","24820","4985","4991","63","4991","0","2426","1333","1232","63","2431","2569","1337","1232"
"19","3","1","1","4","5000","4","523","0","0","400","63","0","400","192","101","107","0","2510","2490","1301","1189"
"4","3","1","1","4","5000","4","523","25185","4976","4979","63","4979","0","2512","1292","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","25550","4984","4986","63","4986","0","2507","1251","1228","62","2518","2482","1254","1228"
"9","3","1","1","4","5000","4","523","25550","4986","4988","63","4988","0","2544","1214","1230","63","2552","2448","1218","1230"
"5","3","1","1","4","5000","4","523","28835","4992","4994","63","4994","0","2481","1239","1274","63","2486","2514","1240","1274"
"13","3","1","1","4","5000","4","523","25185","4977","4982","63","4982","0","2516","1246","1220","63","2527","2473","1253","1220"
"18","3","1","1","4","5000","4","523","365","108","569","63","155","414","253","140","176","13","2505","2495","1271","1224"
"11","3","1","1","4","5000","4","523","29565","4992","4993","63","4993","0","2545","1246","1202","63","2551","2449","1247","1202"
"7","3","1","1","4","5000","4","523","24820","4987","4994","63","4994","0","2510","1287","1197","63","2511","2489","1292","1197"
"14","3","1","1","4","5000","4","523","26645","4988","4996","63","4996","0","2516","1265","1215","63","2517","2483","1268","1215"
"3","3","1","1","4","5000","4","523","25185","4981","4988","63","4988","0","2499","1209","1280","63","2506","2494","1214","1280"
"6","3","1","1","4","5000","4","523","26280","4993","4995","63","4995","0","2539","1193","1263","63","2542","2458","1195","1263"
"20","3","1","1","4","5000","4","523","0","0","400","63","0","400","189","120","91","0","2489","2511","1282","1229"
"15","3","1","1","4","5000","4","523","25550","4987","4989","63","4989","0","2491","1235","1263","63","2498","2502","1239","1263"
"8","3","1","1","4","5000","4","523","25185","4987","4992","63","4991","1","2427","1333","1232","63","2431","2569","1337","1232"
"4","3","1","1","4","5000","4","523","25550","4978","4981","63","4981","0","2514","1292","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","25915","4984","4988","63","4988","0","2508","1252","1228","63","2518","2482","1254","1228"
"17","3","1","1","4","5000","4","523","1095","306","993","63","565","428","452","212","329","19","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","365","109","592","63","152","440","267","125","200","13","2510","2490","1301","1189"
"5","3","1","1","4","5000","4","523","29200","4993","4995","63","4995","0","2482","1239","1274","63","2486","2514","1240","1274"
"9","3","1","1","4","5000","4","523","25915","4988","4990","63","4990","0","2544","1216","1230","63","2552","2448","1218","1230"
"13","3","1","1","4","5000","4","523","25550","4979","4983","63","4983","0","2517","1246","1220","63","2527","2473","1253","1220"
"18","3","1","1","4","5000","4","523","730","187","763","63","308","455","337","178","248","14","2505","2495","1271","1224"
"14","3","1","1","4","5000","4","523","27010","4991","4996","63","4996","0","2516","1265","1215","63","2517","2483","1268","1215"
"7","3","1","1","4","5000","4","523","25185","4989","4994","63","4994","0","2510","1287","1197","63","2511","2489","1292","1197"
"21","3","1","1","4","5000","4","523","0","0","400","63","0","400","192","98","110","0","2500","2500","1226","1274"
"3","3","1","1","4","5000","4","523","25550","4982","4988","63","4988","0","2499","1209","1280","63","2506","2494","1214","1280"
"6","3","1","1","4","5000","4","523","26645","4993","4996","63","4996","0","2540","1193","1263","63","2542","2458","1195","1263"
"4","3","1","1","4","5000","4","523","25915","4978","4982","63","4982","0","2515","1292","1175","63","2527","2473","1298","1175"
"8","3","1","1","4","5000","4","523","25550","4989","4992","63","4992","0","2427","1333","1232","63","2431","2569","1337","1232"
"16","3","1","1","4","5000","4","523","26280","4985","4990","63","4990","0","2510","1252","1228","63","2518","2482","1254","1228"
"20","3","1","1","4","5000","4","523","365","95","582","63","135","447","245","156","181","15","2489","2511","1282","1229"
"5","3","1","1","4","5000","4","523","29565","4993","4995","63","4995","0","2482","1239","1274","63","2486","2514","1240","1274"
"9","3","1","1","4","5000","4","523","26280","4988","4990","63","4990","0","2544","1216","1230","63","2552","2448","1218","1230"
"17","3","1","1","4","5000","4","523","1460","508","1147","63","863","284","529","238","380","20","2472","2528","1235","1293"
"13","3","1","1","4","5000","4","523","25915","4980","4985","63","4985","0","2518","1247","1220","63","2527","2473","1253","1220"
"19","3","1","1","4","5000","4","523","730","211","800","63","342","458","358","173","269","14","2510","2490","1301","1189"
"14","3","1","1","4","5000","4","523","27375","4993","4996","63","4996","0","2516","1265","1215","63","2517","2483","1268","1215"
"7","3","1","1","4","5000","4","523","25550","4991","4994","63","4994","0","2510","1287","1197","63","2511","2489","1292","1197"
"18","3","1","1","4","5000","4","523","1095","301","933","63","536","397","412","225","296","16","2505","2495","1271","1224"
"6","3","1","1","4","5000","4","523","27010","4993","4996","63","4996","0","2540","1193","1263","63","2542","2458","1195","1263"
"3","3","1","1","4","5000","4","523","25915","4984","4989","63","4989","0","2499","1210","1280","63","2506","2494","1214","1280"
"1","3","1","1","4","5000","4","523","3285","1468","2532","63","2489","43","1115","564","853","30","2418","2582","1249","1333"
"4","3","1","1","4","5000","4","523","26280","4978","4985","63","4985","0","2517","1293","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","26645","4986","4990","63","4990","0","2510","1252","1228","63","2518","2482","1254","1228"
"8","3","1","1","4","5000","4","523","25915","4991","4992","63","4992","0","2427","1333","1232","63","2431","2569","1337","1232"
"5","3","1","1","4","5000","4","523","29930","4994","4995","63","4995","0","2482","1239","1274","63","2486","2514","1240","1274"
"21","3","1","1","4","5000","4","523","365","96","594","63","142","452","262","136","196","12","2500","2500","1226","1274"
"9","3","1","1","4","5000","4","523","26645","4988","4991","63","4991","0","2545","1216","1230","63","2552","2448","1218","1230"
"20","3","1","1","4","5000","4","523","730","184","800","63","299","501","336","193","271","18","2489","2511","1282","1229"
"13","3","1","1","4","5000","4","523","26280","4980","4985","63","4985","0","2518","1247","1220","63","2527","2473","1253","1220"
"14","3","1","1","4","5000","4","523","27740","4995","4996","63","4996","0","2516","1265","1215","63","2517","2483","1268","1215"
"7","3","1","1","4","5000","4","523","25915","4994","4995","63","4995","0","2510","1288","1197","63","2511","2489","1292","1197"
"6","3","1","1","4","5000","4","523","27375","4995","4996","63","4996","0","2540","1193","1263","63","2542","2458","1195","1263"
"3","3","1","1","4","5000","4","523","26280","4986","4989","63","4989","0","2499","1210","1280","63","2506","2494","1214","1280"
"17","3","1","1","4","5000","4","523","1825","598","1402","63","1138","264","631","298","473","22","2472","2528","1235","1293"
"18","3","1","1","4","5000","4","523","1460","510","1074","63","838","236","483","247","344","18","2505","2495","1271","1224"
"19","3","1","1","4","5000","4","523","1095","319","956","63","559","397","422","217","317","17","2510","2490","1301","1189"
"4","3","1","1","4","5000","4","523","26645","4979","4986","63","4986","0","2517","1294","1175","63","2527","2473","1298","1175"
"22","3","1","1","4","5000","4","523","0","0","400","63","0","400","210","100","90","0","2561","2439","1225","1214"
"5","3","1","1","4","5000","4","523","30295","4994","4995","63","4995","0","2482","1239","1274","63","2486","2514","1240","1274"
"16","3","1","1","4","5000","4","523","27010","4986","4991","63","4991","0","2510","1253","1228","63","2518","2482","1254","1228"
"8","3","1","1","4","5000","4","523","26280","4991","4997","63","4997","0","2430","1335","1232","63","2431","2569","1337","1232"
"9","3","1","1","4","5000","4","523","27010","4988","4993","63","4992","1","2547","1216","1230","63","2552","2448","1218","1230"
"21","3","1","1","4","5000","4","523","730","189","817","63","308","509","357","185","275","13","2500","2500","1226","1274"
"20","3","1","1","4","5000","4","523","1095","300","964","63","542","422","406","234","324","20","2489","2511","1282","1229"
"13","3","1","1","4","5000","4","523","26645","4982","4985","63","4985","0","2518","1247","1220","63","2527","2473","1253","1220"
"7","3","1","1","4","5000","4","523","26280","4994","4995","63","4995","0","2510","1288","1197","63","2511","2489","1292","1197"
"6","3","1","1","4","5000","4","523","27740","4995","4996","63","4996","0","2540","1193","1263","63","2542","2458","1195","1263"
"3","3","1","1","4","5000","4","523","26645","4988","4989","63","4989","0","2499","1210","1280","63","2506","2494","1214","1280"
"5","3","1","1","4","5000","4","523","30660","4995","4996","63","4996","0","2482","1240","1274","63","2486","2514","1240","1274"
"4","3","1","1","4","5000","4","523","27010","4981","4987","63","4987","0","2518","1294","1175","63","2527","2473","1298","1175"
"18","3","1","1","4","5000","4","523","1825","569","1301","63","1081","220","583","298","420","20","2505","2495","1271","1224"
"16","3","1","1","4","5000","4","523","27375","4988","4992","63","4992","0","2511","1253","1228","63","2518","2482","1254","1228"
"8","3","1","1","4","5000","4","523","26645","4992","4997","63","4997","0","2430","1335","1232","63","2431","2569","1337","1232"
"17","3","1","1","4","5000","4","523","2190","830","1662","63","1531","131","736","357","569","24","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","1460","497","1133","63","857","276","505","257","371","19","2510","2490","1301","1189"
"9","3","1","1","4","5000","4","523","27375","4990","4993","63","4993","0","2547","1216","1230","63","2552","2448","1218","1230"
"22","3","1","1","4","5000","4","523","365","88","579","63","122","457","266","138","175","10","2561","2439","1225","1214"
"20","3","1","1","4","5000","4","523","1460","506","1131","63","845","286","489","273","369","24","2489","2511","1282","1229"
"23","3","1","1","4","5000","4","523","0","0","400","63","0","400","208","97","95","0","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","0","0","400","63","0","400","196","97","107","0","2486","2514","1247","1267"
"7","3","1","1","4","5000","4","523","26645","4994","4995","63","4995","0","2510","1288","1197","63","2511","2489","1292","1197"
"21","3","1","1","4","5000","4","523","1095","303","1008","63","537","471","435","233","340","15","2500","2500","1226","1274"
"5","3","1","1","4","5000","4","523","31025","4995","4996","63","4996","0","2482","1240","1274","63","2486","2514","1240","1274"
"3","3","1","1","4","5000","4","523","27010","4988","4989","63","4989","0","2499","1210","1280","63","2506","2494","1214","1280"
"4","3","1","1","4","5000","4","523","27375","4982","4989","63","4989","0","2520","1294","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","27740","4990","4992","63","4992","0","2511","1253","1228","63","2518","2482","1254","1228"
"18","3","1","1","4","5000","4","523","2190","771","1549","63","1419","130","683","359","507","21","2505","2495","1271","1224"
"8","3","1","1","4","5000","4","523","27010","4992","4999","63","4999","0","2431","1336","1232","63","2431","2569","1337","1232"
"9","3","1","1","4","5000","4","523","27740","4991","4996","63","4996","0","2549","1217","1230","63","2552","2448","1218","1230"
"19","3","1","1","4","5000","4","523","1825","596","1376","63","1142","234","611","307","458","22","2510","2490","1301","1189"
"17","3","1","1","4","5000","4","523","2555","1053","1891","63","1801","90","845","405","641","25","2472","2528","1235","1293"
"22","3","1","1","4","5000","4","523","730","198","787","63","308","479","365","175","247","12","2561","2439","1225","1214"
"20","3","1","1","4","5000","4","523","1825","583","1364","63","1102","262","593","327","444","24","2489","2511","1282","1229"
"7","3","1","1","4","5000","4","523","27010","4994","4995","63","4995","0","2510","1288","1197","63","2511","2489","1292","1197"
"5","3","1","1","4","5000","4","523","31390","4995","4996","63","4996","0","2482","1240","1274","63","2486","2514","1240","1274"
"25","3","1","1","4","5000","4","523","0","0","400","63","0","400","195","107","98","0","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","365","98","590","63","141","449","264","135","191","15","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","365","95","604","63","140","464","271","130","203","11","2486","2514","1247","1267"
"4","3","1","1","4","5000","4","523","27740","4985","4989","63","4989","0","2520","1294","1175","63","2527","2473","1298","1175"
"3","3","1","1","4","5000","4","523","27375","4989","4991","63","4990","1","2500","1211","1280","63","2506","2494","1214","1280"
"16","3","1","1","4","5000","4","523","28105","4990","4992","63","4992","0","2511","1253","1228","63","2518","2482","1254","1228"
"18","3","1","1","4","5000","4","523","2555","978","1756","63","1690","66","785","403","568","24","2505","2495","1271","1224"
"21","3","1","1","4","5000","4","523","1460","502","1192","63","865","327","517","272","403","16","2500","2500","1226","1274"
"8","3","1","1","4","5000","4","523","27375","4993","4999","63","4999","0","2431","1336","1232","63","2431","2569","1337","1232"
"9","3","1","1","4","5000","4","523","28105","4991","4996","63","4996","0","2549","1217","1230","63","2552","2448","1218","1230"
"20","3","1","1","4","5000","4","523","2190","805","1594","63","1448","146","695","373","526","25","2489","2511","1282","1229"
"5","3","1","1","4","5000","4","523","31755","4995","4996","63","4996","0","2482","1240","1274","63","2486","2514","1240","1274"
"19","3","1","1","4","5000","4","523","2190","810","1631","63","1515","116","729","363","539","25","2510","2490","1301","1189"
"22","3","1","1","4","5000","4","523","1095","319","936","63","516","420","441","204","291","14","2561","2439","1225","1214"
"17","3","1","1","4","5000","4","523","2920","1174","2175","63","2103","72","969","469","737","27","2472","2528","1235","1293"
"4","3","1","1","4","5000","4","523","28105","4986","4989","63","4989","0","2520","1294","1175","63","2527","2473","1298","1175"
"16","3","1","1","4","5000","4","523","28470","4991","4992","63","4992","0","2511","1253","1228","63","2518","2482","1254","1228"
"3","3","1","1","4","5000","4","523","27740","4989","4991","63","4991","0","2500","1211","1280","63","2506","2494","1214","1280"
"25","3","1","1","4","5000","4","523","365","90","579","63","128","451","262","134","183","11","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","730","210","798","63","347","451","357","178","263","17","2549","2451","1231","1220"
"8","3","1","1","4","5000","4","523","27740","4997","4999","63","4999","0","2431","1336","1232","63","2431","2569","1337","1232"
"9","3","1","1","4","5000","4","523","28470","4993","4996","63","4996","0","2549","1217","1230","63","2552","2448","1218","1230"
"18","3","1","1","4","5000","4","523","2920","1103","2026","63","1974","52","911","457","658","28","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","730","205","813","63","339","474","371","179","263","17","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","1825","598","1471","63","1175","296","642","338","491","22","2500","2500","1226","1274"
"20","3","1","1","4","5000","4","523","2555","1017","1804","63","1707","97","793","415","596","26","2489","2511","1282","1229"
"4","3","1","1","4","5000","4","523","28470","4988","4989","63","4989","0","2520","1294","1175","63","2527","2473","1298","1175"
"19","3","1","1","4","5000","4","523","2555","1011","1833","63","1774","59","816","416","601","28","2510","2490","1301","1189"
"3","3","1","1","4","5000","4","523","28105","4989","4992","63","4992","0","2500","1212","1280","63","2506","2494","1214","1280"
"22","3","1","1","4","5000","4","523","1460","499","1079","63","781","298","496","241","342","16","2561","2439","1225","1214"
"8","3","1","1","4","5000","4","523","28105","4997","4999","63","4999","0","2431","1336","1232","63","2431","2569","1337","1232"
"9","3","1","1","4","5000","4","523","28835","4994","4996","63","4996","0","2549","1217","1230","63","2552","2448","1218","1230"
"17","3","1","1","4","5000","4","523","3285","1426","2449","63","2400","49","1095","532","822","31","2472","2528","1235","1293"
"23","3","1","1","4","5000","4","523","1095","313","955","63","549","406","434","213","308","18","2549","2451","1231","1220"
"25","3","1","1","4","5000","4","523","730","201","793","63","328","465","358","176","259","11","2568","2432","1239","1193"
"18","3","1","1","4","5000","4","523","3285","1322","2303","63","2261","42","1041","519","743","31","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","1095","316","969","63","571","398","440","222","307","21","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","2190","827","1721","63","1569","152","747","397","577","25","2500","2500","1226","1274"
"4","3","1","1","4","5000","4","523","28835","4989","4990","63","4990","0","2521","1294","1175","63","2527","2473","1298","1175"
"20","3","1","1","4","5000","4","523","2920","1165","2045","63","1975","70","907","477","661","28","2489","2511","1282","1229"
"3","3","1","1","4","5000","4","523","28470","4990","4993","63","4993","0","2501","1212","1280","63","2506","2494","1214","1280"
"19","3","1","1","4","5000","4","523","2920","1162","2077","63","2032","45","936","472","669","29","2510","2490","1301","1189"
"22","3","1","1","4","5000","4","523","1825","582","1285","63","1025","260","585","292","408","17","2561","2439","1225","1214"
"17","3","1","1","4","5000","4","523","3650","1705","2703","63","2674","29","1204","596","903","35","2472","2528","1235","1293"
"23","3","1","1","4","5000","4","523","1460","507","1100","63","838","262","495","246","359","19","2549","2451","1231","1220"
"18","3","1","1","4","5000","4","523","3650","1594","2523","63","2501","22","1141","573","809","37","2505","2495","1271","1224"
"25","3","1","1","4","5000","4","523","1095","306","959","63","532","427","436","211","312","14","2568","2432","1239","1193"
"4","3","1","1","4","5000","4","523","29200","4989","4990","63","4990","0","2521","1294","1175","63","2527","2473","1298","1175"
"24","3","1","1","4","5000","4","523","1460","504","1116","63","849","267","502","254","360","22","2486","2514","1247","1267"
"3","3","1","1","4","5000","4","523","28835","4991","4993","63","4993","0","2501","1212","1280","63","2506","2494","1214","1280"
"21","3","1","1","4","5000","4","523","2555","1080","1955","63","1855","100","854","449","652","28","2500","2500","1226","1274"
"20","3","1","1","4","5000","4","523","3285","1384","2292","63","2240","52","1032","538","722","31","2489","2511","1282","1229"
"19","3","1","1","4","5000","4","523","3285","1398","2338","63","2306","32","1068","514","756","31","2510","2490","1301","1189"
"1","3","1","1","4","5000","4","523","3650","1744","2794","63","2756","38","1230","630","934","34","2418","2582","1249","1333"
"22","3","1","1","4","5000","4","523","2190","793","1511","63","1364","147","684","335","492","21","2561","2439","1225","1214"
"17","3","1","1","4","5000","4","523","4015","1938","2977","63","2954","23","1333","671","973","41","2472","2528","1235","1293"
"4","3","1","1","4","5000","4","523","29565","4989","4990","63","4990","0","2521","1294","1175","63","2527","2473","1298","1175"
"18","3","1","1","4","5000","4","523","4015","1806","2772","63","2757","15","1276","622","874","40","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","1825","592","1326","63","1091","235","598","302","426","25","2549","2451","1231","1220"
"25","3","1","1","4","5000","4","523","1460","497","1098","63","826","272","506","241","351","15","2568","2432","1239","1193"
"3","3","1","1","4","5000","4","523","29200","4992","4993","63","4993","0","2501","1212","1280","63","2506","2494","1214","1280"
"24","3","1","1","4","5000","4","523","1825","607","1366","63","1124","242","612","307","447","26","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","2920","1231","2250","63","2168","82","978","521","751","32","2500","2500","1226","1274"
"20","3","1","1","4","5000","4","523","3650","1649","2514","63","2484","30","1139","587","788","33","2489","2511","1282","1229"
"19","3","1","1","4","5000","4","523","3650","1664","2574","63","2553","21","1181","576","817","35","2510","2490","1301","1189"
"4","3","1","1","4","5000","4","523","29930","4990","4992","63","4992","0","2523","1294","1175","63","2527","2473","1298","1175"
"17","3","1","1","4","5000","4","523","4380","2204","3223","63","3205","18","1468","725","1030","42","2472","2528","1235","1293"
"22","3","1","1","4","5000","4","523","2555","994","1720","63","1619","101","784","370","566","21","2561","2439","1225","1214"
"18","3","1","1","4","5000","4","523","4380","2059","3001","63","2995","6","1394","675","932","41","2505","2495","1271","1224"
"3","3","1","1","4","5000","4","523","29565","4992","4993","63","4993","0","2501","1212","1280","63","2506","2494","1214","1280"
"23","3","1","1","4","5000","4","523","2190","804","1549","63","1418","131","712","338","499","26","2549","2451","1231","1220"
"25","3","1","1","4","5000","4","523","1825","583","1331","63","1091","240","608","288","435","19","2568","2432","1239","1193"
"24","3","1","1","4","5000","4","523","2190","823","1620","63","1495","125","711","368","541","28","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","3285","1494","2554","63","2505","49","1119","593","842","32","2500","2500","1226","1274"
"20","3","1","1","4","5000","4","523","4015","1850","2748","63","2729","19","1249","637","862","35","2489","2511","1282","1229"
"4","3","1","1","4","5000","4","523","30295","4990","4993","63","4993","0","2524","1294","1175","63","2527","2473","1298","1175"
"19","3","1","1","4","5000","4","523","4015","1876","2799","63","2785","14","1295","622","882","36","2510","2490","1301","1189"
"17","3","1","1","4","5000","4","523","4745","2482","3426","63","3412","14","1556","787","1083","44","2472","2528","1235","1293"
"18","3","1","1","4","5000","4","523","4745","2344","3238","63","3228","10","1515","724","999","42","2505","2495","1271","1224"
"22","3","1","1","4","5000","4","523","2920","1112","1987","63","1912","75","904","434","649","22","2561","2439","1225","1214"
"23","3","1","1","4","5000","4","523","2555","1004","1745","63","1653","92","787","379","579","27","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","2555","1026","1832","63","1755","77","814","421","597","32","2486","2514","1247","1267"
"25","3","1","1","4","5000","4","523","2190","798","1581","63","1440","141","729","339","513","21","2568","2432","1239","1193"
"4","3","1","1","4","5000","4","523","30660","4990","4994","63","4994","0","2525","1294","1175","63","2527","2473","1298","1175"
"20","3","1","1","4","5000","4","523","4380","2083","2988","63","2979","9","1360","698","930","39","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","3650","1772","2786","63","2751","35","1224","648","914","33","2500","2500","1226","1274"
"19","3","1","1","4","5000","4","523","4380","2113","3027","63","3019","8","1412","676","939","36","2510","2490","1301","1189"
"17","3","1","1","4","5000","4","523","5110","2758","3610","63","3600","10","1644","837","1129","48","2472","2528","1235","1293"
"18","3","1","1","4","5000","4","523","5110","2573","3419","63","3410","9","1597","774","1048","45","2505","2495","1271","1224"
"22","3","1","1","4","5000","4","523","3285","1307","2270","63","2197","73","1037","493","740","27","2561","2439","1225","1214"
"23","3","1","1","4","5000","4","523","2920","1123","2003","63","1933","70","916","439","648","33","2549","2451","1231","1220"
"4","3","1","1","4","5000","4","523","31025","4990","4994","63","4994","0","2525","1294","1175","63","2527","2473","1298","1175"
