"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"HIV-thesis-feb-24-3-55-pm.nlogo"
"drug-tendency"
"02/27/2024 18:25:17:705 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-12","12","-12","12"
"[run number]","average-coupling-tendency","average-drug-tendency","average-test-frequency","average-condom-use","initial-people","average-treatment-tendency","average-commitment","[step]","count turtles with [treated?]","count turtles with [infected?]","count turtles with [drugs?]","count turtles with [known?]","count turtles with [infected? and not known?]","count turtles with [gender = 1 and infected?]","count turtles with [shape = ""person lefty"" and infected?]","count turtles with [shape = ""person righty"" and infected?]","count turtles with [infected? and drugs?]","count turtles with [gender = 1]","count turtles with [gender = 0]","count turtles with [shape = ""person lefty""]","count turtles with [shape = ""person righty""]"
"54","3","4","1","4","5000","4","523","9490","4336","4525","10","4524","1","2174","1165","1186","10","2480","2520","1326","1194"
"53","3","4","1","4","5000","4","523","9855","4466","4603","8","4598","5","2188","1155","1260","8","2450","2550","1283","1267"
"55","3","4","1","4","5000","4","523","8760","4279","4507","21","4506","1","2209","1030","1268","20","2529","2471","1187","1284"
"48","3","2","1","4","5000","4","523","22995","4972","4979","0","4979","0","2498","1268","1213","0","2512","2488","1275","1213"
"61","3","4","1","4","5000","4","523","1095","328","962","16","604","358","425","222","315","11","2543","2457","1230","1227"
"56","3","4","1","4","5000","4","523","8030","4032","4350","11","4348","2","2092","1056","1202","11","2531","2469","1246","1223"
"52","3","4","1","4","5000","4","523","10220","4478","4639","21","4636","3","2301","1116","1222","20","2516","2484","1260","1224"
"60","3","4","1","4","5000","4","523","2190","810","1588","13","1455","133","681","379","528","10","2480","2520","1280","1240"
"49","3","2","1","4","5000","4","523","14965","4826","4872","0","4872","0","2381","1244","1247","0","2458","2542","1295","1247"
"50","3","2","1","4","5000","4","523","13505","4799","4856","0","4855","1","2375","1206","1275","0","2466","2534","1259","1275"
"59","3","4","1","4","5000","4","523","2920","1174","2092","18","2015","77","933","475","684","14","2510","2490","1252","1238"
"62","3","4","1","4","5000","4","523","730","201","814","20","316","498","347","196","271","10","2491","2509","1241","1268"
"58","3","4","1","4","5000","4","523","6570","3423","3951","20","3946","5","1855","944","1152","16","2482","2518","1295","1223"
"51","3","4","1","4","5000","4","523","11315","4678","4779","13","4779","0","2301","1198","1280","13","2441","2559","1277","1282"
"47","3","2","1","4","5000","4","523","27010","4992","4994","0","4994","0","2584","1174","1236","0","2590","2410","1174","1236"
"61","3","4","1","4","5000","4","523","1460","515","1127","16","893","234","501","257","369","12","2543","2457","1230","1227"
"57","3","4","1","4","5000","4","523","7300","3834","4227","15","4223","4","2055","953","1219","14","2554","2446","1184","1262"
"54","3","4","1","4","5000","4","523","9855","4396","4577","10","4575","2","2203","1185","1189","10","2480","2520","1326","1194"
"55","3","4","1","4","5000","4","523","9125","4356","4561","21","4560","1","2244","1043","1274","20","2529","2471","1187","1284"
"60","3","4","1","4","5000","4","523","2555","1007","1792","13","1703","89","784","421","587","10","2480","2520","1280","1240"
"56","3","4","1","4","5000","4","523","8395","4123","4411","11","4410","1","2131","1073","1207","11","2531","2469","1246","1223"
"53","3","4","1","4","5000","4","523","10220","4510","4631","8","4626","5","2207","1162","1262","8","2450","2550","1283","1267"
"48","3","2","1","4","5000","4","523","23360","4975","4979","0","4979","0","2498","1268","1213","0","2512","2488","1275","1213"
"52","3","4","1","4","5000","4","523","10585","4531","4677","21","4675","2","2325","1130","1222","20","2516","2484","1260","1224"
"59","3","4","1","4","5000","4","523","3285","1396","2396","18","2339","57","1074","547","775","14","2510","2490","1252","1238"
"50","3","2","1","4","5000","4","523","13870","4815","4873","0","4871","2","2387","1211","1275","0","2466","2534","1259","1275"
"49","3","2","1","4","5000","4","523","15330","4835","4881","0","4881","0","2386","1248","1247","0","2458","2542","1295","1247"
"62","3","4","1","4","5000","4","523","1095","306","978","20","529","449","421","235","322","10","2491","2509","1241","1268"
"61","3","4","1","4","5000","4","523","1825","597","1384","16","1167","217","616","319","449","12","2543","2457","1230","1227"
"51","3","4","1","4","5000","4","523","11680","4709","4792","13","4792","0","2308","1204","1280","13","2441","2559","1277","1282"
"58","3","4","1","4","5000","4","523","6935","3598","4059","20","4055","4","1920","972","1167","16","2482","2518","1295","1223"
"60","3","4","1","4","5000","4","523","2920","1148","2058","13","1986","72","894","492","672","10","2480","2520","1280","1240"
"57","3","4","1","4","5000","4","523","7665","3956","4300","15","4296","4","2099","970","1231","14","2554","2446","1184","1262"
"54","3","4","1","4","5000","4","523","10220","4452","4615","10","4610","5","2227","1197","1191","10","2480","2520","1326","1194"
"55","3","4","1","4","5000","4","523","9490","4407","4601","21","4601","0","2263","1062","1276","21","2529","2471","1187","1284"
"47","3","2","1","4","5000","4","523","27375","4993","4994","0","4994","0","2584","1174","1236","0","2590","2410","1174","1236"
"56","3","4","1","4","5000","4","523","8760","4221","4462","11","4458","4","2159","1090","1213","11","2531","2469","1246","1223"
"53","3","4","1","4","5000","4","523","10585","4540","4658","8","4655","3","2224","1172","1262","8","2450","2550","1283","1267"
"52","3","4","1","4","5000","4","523","10950","4571","4700","21","4699","1","2340","1138","1222","20","2516","2484","1260","1224"
"59","3","4","1","4","5000","4","523","3650","1666","2677","18","2645","32","1209","613","855","14","2510","2490","1252","1238"
"48","3","2","1","4","5000","4","523","23725","4976","4979","0","4979","0","2498","1268","1213","0","2512","2488","1275","1213"
"50","3","2","1","4","5000","4","523","14235","4833","4882","0","4882","0","2393","1214","1275","0","2466","2534","1259","1275"
"62","3","4","1","4","5000","4","523","1460","501","1133","20","858","275","484","274","375","10","2491","2509","1241","1268"
"61","3","4","1","4","5000","4","523","2190","811","1610","16","1481","129","708","377","525","12","2543","2457","1230","1227"
"60","3","4","1","4","5000","4","523","3285","1370","2310","13","2271","39","1013","545","752","10","2480","2520","1280","1240"
"49","3","2","1","4","5000","4","523","15695","4848","4894","0","4894","0","2395","1252","1247","0","2458","2542","1295","1247"
"51","3","4","1","4","5000","4","523","12045","4743","4810","13","4809","1","2318","1212","1280","13","2441","2559","1277","1282"
"58","3","4","1","4","5000","4","523","7300","3718","4127","20","4123","4","1958","985","1184","17","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","8030","4070","4373","15","4369","4","2145","987","1241","14","2554","2446","1184","1262"
"55","3","4","1","4","5000","4","523","9855","4474","4636","21","4633","3","2281","1077","1278","21","2529","2471","1187","1284"
"54","3","4","1","4","5000","4","523","10585","4494","4646","10","4644","2","2245","1210","1191","10","2480","2520","1326","1194"
"56","3","4","1","4","5000","4","523","9125","4296","4503","11","4499","4","2189","1100","1214","11","2531","2469","1246","1223"
"47","3","2","1","4","5000","4","523","27740","4993","4994","0","4994","0","2584","1174","1236","0","2590","2410","1174","1236"
"59","3","4","1","4","5000","4","523","4015","1881","2919","18","2896","23","1323","677","919","15","2510","2490","1252","1238"
"52","3","4","1","4","5000","4","523","11315","4607","4722","21","4722","0","2354","1146","1222","20","2516","2484","1260","1224"
"53","3","4","1","4","5000","4","523","10950","4576","4692","8","4690","2","2250","1180","1262","8","2450","2550","1283","1267"
"61","3","4","1","4","5000","4","523","2555","1019","1839","16","1754","85","815","421","603","12","2543","2457","1230","1227"
"62","3","4","1","4","5000","4","523","1825","590","1382","20","1134","248","599","330","453","10","2491","2509","1241","1268"
"60","3","4","1","4","5000","4","523","3650","1616","2540","13","2510","30","1121","593","826","11","2480","2520","1280","1240"
"63","3","4","1","4","5000","4","523","0","0","400","16","0","400","214","90","96","1","2471","2529","1271","1258"
"50","3","2","1","4","5000","4","523","14600","4839","4896","0","4896","0","2403","1218","1275","0","2466","2534","1259","1275"
"48","3","2","1","4","5000","4","523","24090","4978","4980","0","4980","0","2499","1268","1213","0","2512","2488","1275","1213"
"49","3","2","1","4","5000","4","523","16060","4863","4905","0","4904","1","2402","1256","1247","0","2458","2542","1295","1247"
"51","3","4","1","4","5000","4","523","12410","4764","4827","13","4825","2","2328","1219","1280","13","2441","2559","1277","1282"
"58","3","4","1","4","5000","4","523","7665","3843","4214","20","4210","4","2008","1013","1193","17","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","8395","4155","4426","15","4424","2","2179","1003","1244","14","2554","2446","1184","1262"
"55","3","4","1","4","5000","4","523","10220","4511","4668","21","4665","3","2303","1086","1279","21","2529","2471","1187","1284"
"54","3","4","1","4","5000","4","523","10950","4530","4687","10","4685","2","2271","1225","1191","10","2480","2520","1326","1194"
"56","3","4","1","4","5000","4","523","9490","4362","4541","11","4538","3","2218","1106","1217","11","2531","2469","1246","1223"
"59","3","4","1","4","5000","4","523","4380","2131","3169","18","3151","18","1450","726","993","15","2510","2490","1252","1238"
"61","3","4","1","4","5000","4","523","2920","1160","2104","16","2045","59","949","475","680","12","2543","2457","1230","1227"
"60","3","4","1","4","5000","4","523","4015","1841","2811","13","2784","27","1248","653","910","11","2480","2520","1280","1240"
"52","3","4","1","4","5000","4","523","11680","4645","4734","21","4734","0","2360","1151","1223","20","2516","2484","1260","1224"
"63","3","4","1","4","5000","4","523","365","93","599","16","141","458","275","119","205","10","2471","2529","1271","1258"
"62","3","4","1","4","5000","4","523","2190","821","1612","20","1481","131","699","387","526","10","2491","2509","1241","1268"
"53","3","4","1","4","5000","4","523","11315","4606","4720","8","4716","4","2270","1187","1263","8","2450","2550","1283","1267"
"50","3","2","1","4","5000","4","523","14965","4861","4904","0","4903","1","2408","1221","1275","0","2466","2534","1259","1275"
"49","3","2","1","4","5000","4","523","16425","4873","4914","0","4914","0","2405","1262","1247","0","2458","2542","1295","1247"
"48","3","2","1","4","5000","4","523","24455","4979","4981","0","4981","0","2499","1269","1213","0","2512","2488","1275","1213"
"51","3","4","1","4","5000","4","523","12775","4781","4839","13","4839","0","2337","1222","1280","13","2441","2559","1277","1282"
"58","3","4","1","4","5000","4","523","8030","3967","4303","20","4301","2","2056","1044","1203","17","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","8760","4247","4482","15","4481","1","2208","1026","1248","14","2554","2446","1184","1262"
"55","3","4","1","4","5000","4","523","10585","4569","4699","21","4697","2","2324","1096","1279","21","2529","2471","1187","1284"
"63","3","4","1","4","5000","4","523","730","201","810","16","342","468","367","168","275","10","2471","2529","1271","1258"
"59","3","4","1","4","5000","4","523","4745","2452","3386","18","3372","14","1554","773","1059","16","2510","2490","1252","1238"
"56","3","4","1","4","5000","4","523","9855","4420","4589","11","4586","3","2254","1116","1219","11","2531","2469","1246","1223"
"60","3","4","1","4","5000","4","523","4380","2088","3047","13","3026","21","1369","711","967","12","2480","2520","1280","1240"
"54","3","4","1","4","5000","4","523","11315","4582","4710","10","4710","0","2286","1232","1192","10","2480","2520","1326","1194"
"61","3","4","1","4","5000","4","523","3285","1402","2338","16","2297","41","1065","526","747","12","2543","2457","1230","1227"
"62","3","4","1","4","5000","4","523","2555","1038","1822","20","1734","88","797","437","588","10","2491","2509","1241","1268"
"52","3","4","1","4","5000","4","523","12045","4679","4754","21","4753","1","2373","1158","1223","20","2516","2484","1260","1224"
"53","3","4","1","4","5000","4","523","11680","4635","4745","8","4744","1","2288","1193","1264","8","2450","2550","1283","1267"
"50","3","2","1","4","5000","4","523","15330","4876","4911","0","4910","1","2412","1224","1275","0","2466","2534","1259","1275"
"51","3","4","1","4","5000","4","523","13140","4796","4851","13","4851","0","2344","1227","1280","13","2441","2559","1277","1282"
"63","3","4","1","4","5000","4","523","1095","320","980","16","572","408","439","215","326","10","2471","2529","1271","1258"
"49","3","2","1","4","5000","4","523","16790","4883","4925","0","4925","0","2414","1264","1247","0","2458","2542","1295","1247"
"60","3","4","1","4","5000","4","523","4745","2353","3253","13","3228","25","1467","765","1021","12","2480","2520","1280","1240"
"58","3","4","1","4","5000","4","523","8395","4073","4361","20","4358","3","2090","1063","1208","18","2482","2518","1295","1223"
"48","3","2","1","4","5000","4","523","24820","4979","4984","0","4984","0","2501","1270","1213","0","2512","2488","1275","1213"
"55","3","4","1","4","5000","4","523","10950","4607","4728","21","4724","4","2340","1107","1281","21","2529","2471","1187","1284"
"57","3","4","1","4","5000","4","523","9125","4312","4532","15","4531","1","2238","1045","1249","14","2554","2446","1184","1262"
"61","3","4","1","4","5000","4","523","3650","1651","2601","16","2574","27","1187","588","826","13","2543","2457","1230","1227"
"59","3","4","1","4","5000","4","523","5110","2713","3568","18","3554","14","1645","825","1098","16","2510","2490","1252","1238"
"56","3","4","1","4","5000","4","523","10220","4469","4630","11","4627","3","2283","1126","1221","11","2531","2469","1246","1223"
"54","3","4","1","4","5000","4","523","11680","4621","4743","10","4743","0","2311","1239","1193","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","2920","1163","2083","20","2009","74","926","480","677","11","2491","2509","1241","1268"
"52","3","4","1","4","5000","4","523","12410","4707","4778","21","4775","3","2384","1171","1223","20","2516","2484","1260","1224"
"53","3","4","1","4","5000","4","523","12045","4668","4774","8","4773","1","2304","1206","1264","8","2450","2550","1283","1267"
"50","3","2","1","4","5000","4","523","15695","4883","4919","0","4917","2","2416","1228","1275","0","2466","2534","1259","1275"
"63","3","4","1","4","5000","4","523","1460","512","1131","16","869","262","504","254","373","10","2471","2529","1271","1258"
"60","3","4","1","4","5000","4","523","5110","2593","3444","13","3427","17","1562","815","1067","12","2480","2520","1280","1240"
"51","3","4","1","4","5000","4","523","13505","4815","4867","13","4867","0","2356","1231","1280","13","2441","2559","1277","1282"
"61","3","4","1","4","5000","4","523","4015","1888","2855","16","2830","25","1305","644","906","13","2543","2457","1230","1227"
"49","3","2","1","4","5000","4","523","17155","4895","4936","0","4935","1","2421","1268","1247","0","2458","2542","1295","1247"
"55","3","4","1","4","5000","4","523","11315","4641","4750","21","4744","6","2356","1113","1281","21","2529","2471","1187","1284"
"58","3","4","1","4","5000","4","523","8760","4143","4419","20","4416","3","2123","1085","1211","18","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","9490","4385","4578","15","4575","3","2266","1060","1252","14","2554","2446","1184","1262"
"59","3","4","1","4","5000","4","523","5475","2960","3737","18","3725","12","1727","871","1139","16","2510","2490","1252","1238"
"56","3","4","1","4","5000","4","523","10585","4509","4660","11","4658","2","2302","1137","1221","11","2531","2469","1246","1223"
"48","3","2","1","4","5000","4","523","25185","4979","4984","0","4984","0","2501","1270","1213","0","2512","2488","1275","1213"
"54","3","4","1","4","5000","4","523","12045","4655","4757","10","4757","0","2320","1244","1193","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","3285","1409","2358","20","2323","35","1039","553","766","11","2491","2509","1241","1268"
"52","3","4","1","4","5000","4","523","12775","4722","4799","21","4797","2","2396","1180","1223","20","2516","2484","1260","1224"
"63","3","4","1","4","5000","4","523","1825","603","1372","16","1144","228","609","308","455","10","2471","2529","1271","1258"
"50","3","2","1","4","5000","4","523","16060","4897","4927","0","4927","0","2420","1232","1275","0","2466","2534","1259","1275"
"53","3","4","1","4","5000","4","523","12410","4694","4797","8","4796","1","2318","1213","1266","8","2450","2550","1283","1267"
"60","3","4","1","4","5000","4","523","5475","2851","3612","13","3595","17","1652","862","1098","12","2480","2520","1280","1240"
"61","3","4","1","4","5000","4","523","4380","2137","3100","16","3083","17","1413","709","978","13","2543","2457","1230","1227"
"51","3","4","1","4","5000","4","523","13870","4828","4882","13","4882","0","2365","1237","1280","13","2441","2559","1277","1282"
"55","3","4","1","4","5000","4","523","11680","4676","4772","21","4770","2","2370","1121","1281","21","2529","2471","1187","1284"
"59","3","4","1","4","5000","4","523","5840","3203","3878","18","3871","7","1793","917","1168","16","2510","2490","1252","1238"
"57","3","4","1","4","5000","4","523","9855","4436","4619","15","4616","3","2290","1075","1254","15","2554","2446","1184","1262"
"49","3","2","1","4","5000","4","523","17520","4905","4942","0","4941","1","2425","1270","1247","0","2458","2542","1295","1247"
"58","3","4","1","4","5000","4","523","9125","4235","4467","20","4466","1","2156","1099","1212","18","2482","2518","1295","1223"
"56","3","4","1","4","5000","4","523","10950","4547","4681","11","4679","2","2315","1145","1221","11","2531","2469","1246","1223"
"54","3","4","1","4","5000","4","523","12410","4690","4775","10","4773","2","2333","1248","1194","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","3650","1646","2597","20","2574","23","1160","599","838","11","2491","2509","1241","1268"
"48","3","2","1","4","5000","4","523","25550","4980","4986","0","4986","0","2502","1271","1213","0","2512","2488","1275","1213"
"63","3","4","1","4","5000","4","523","2190","818","1600","16","1465","135","706","356","538","10","2471","2529","1271","1258"
"52","3","4","1","4","5000","4","523","13140","4737","4814","21","4812","2","2406","1184","1224","20","2516","2484","1260","1224"
"60","3","4","1","4","5000","4","523","5840","3087","3745","13","3733","12","1723","892","1130","12","2480","2520","1280","1240"
"50","3","2","1","4","5000","4","523","16425","4906","4938","0","4938","0","2429","1234","1275","0","2466","2534","1259","1275"
"53","3","4","1","4","5000","4","523","12775","4723","4808","8","4807","1","2322","1219","1267","8","2450","2550","1283","1267"
"61","3","4","1","4","5000","4","523","4745","2385","3301","16","3282","19","1528","755","1018","14","2543","2457","1230","1227"
"51","3","4","1","4","5000","4","523","14235","4839","4890","13","4890","0","2369","1241","1280","13","2441","2559","1277","1282"
"59","3","4","1","4","5000","4","523","6205","3417","3989","18","3985","4","1857","945","1187","16","2510","2490","1252","1238"
"55","3","4","1","4","5000","4","523","12045","4703","4796","21","4795","1","2384","1130","1282","21","2529","2471","1187","1284"
"57","3","4","1","4","5000","4","523","10220","4492","4654","15","4649","5","2312","1085","1257","15","2554","2446","1184","1262"
"58","3","4","1","4","5000","4","523","9490","4314","4522","20","4518","4","2189","1119","1214","18","2482","2518","1295","1223"
"56","3","4","1","4","5000","4","523","11315","4598","4715","11","4715","0","2337","1157","1221","11","2531","2469","1246","1223"
"49","3","2","1","4","5000","4","523","17885","4914","4945","0","4944","1","2427","1271","1247","0","2458","2542","1295","1247"
"63","3","4","1","4","5000","4","523","2555","1034","1797","16","1712","85","796","400","601","10","2471","2529","1271","1258"
"54","3","4","1","4","5000","4","523","12775","4714","4799","10","4799","0","2349","1256","1194","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","4015","1864","2871","20","2850","21","1309","653","909","11","2491","2509","1241","1268"
"52","3","4","1","4","5000","4","523","13505","4760","4834","21","4831","3","2420","1190","1224","20","2516","2484","1260","1224"
"48","3","2","1","4","5000","4","523","25915","4982","4986","0","4986","0","2502","1271","1213","0","2512","2488","1275","1213"
"60","3","4","1","4","5000","4","523","6205","3292","3891","13","3883","8","1797","937","1157","12","2480","2520","1280","1240"
"50","3","2","1","4","5000","4","523","16790","4912","4942","0","4942","0","2432","1235","1275","0","2466","2534","1259","1275"
"61","3","4","1","4","5000","4","523","5110","2652","3469","16","3462","7","1602","800","1067","15","2543","2457","1230","1227"
"53","3","4","1","4","5000","4","523","13140","4748","4822","8","4822","0","2333","1222","1267","8","2450","2550","1283","1267"
"51","3","4","1","4","5000","4","523","14600","4853","4897","13","4897","0","2371","1246","1280","13","2441","2559","1277","1282"
"55","3","4","1","4","5000","4","523","12410","4728","4814","21","4814","0","2398","1133","1283","21","2529","2471","1187","1284"
"59","3","4","1","4","5000","4","523","6570","3597","4097","18","4087","10","1922","976","1199","16","2510","2490","1252","1238"
"63","3","4","1","4","5000","4","523","2920","1157","2078","16","2019","59","922","458","698","11","2471","2529","1271","1258"
"57","3","4","1","4","5000","4","523","10585","4543","4675","15","4674","1","2329","1089","1257","15","2554","2446","1184","1262"
"56","3","4","1","4","5000","4","523","11680","4635","4738","11","4736","2","2351","1166","1221","11","2531","2469","1246","1223"
"58","3","4","1","4","5000","4","523","9855","4373","4565","20","4560","5","2213","1135","1217","18","2482","2518","1295","1223"
"49","3","2","1","4","5000","4","523","18250","4926","4950","0","4950","0","2429","1274","1247","0","2458","2542","1295","1247"
"54","3","4","1","4","5000","4","523","13140","4745","4813","10","4813","0","2357","1262","1194","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","4380","2127","3123","20","3109","14","1424","719","980","13","2491","2509","1241","1268"
"60","3","4","1","4","5000","4","523","6570","3474","4015","13","4011","4","1857","978","1180","12","2480","2520","1280","1240"
"52","3","4","1","4","5000","4","523","13870","4783","4854","21","4854","0","2431","1199","1224","20","2516","2484","1260","1224"
"48","3","2","1","4","5000","4","523","26280","4984","4987","0","4987","0","2503","1271","1213","0","2512","2488","1275","1213"
"50","3","2","1","4","5000","4","523","17155","4921","4946","0","4945","1","2435","1236","1275","0","2466","2534","1259","1275"
"61","3","4","1","4","5000","4","523","5475","2893","3634","16","3625","9","1692","845","1097","15","2543","2457","1230","1227"
"53","3","4","1","4","5000","4","523","13505","4777","4840","8","4840","0","2347","1226","1267","8","2450","2550","1283","1267"
"63","3","4","1","4","5000","4","523","3285","1401","2337","16","2303","34","1036","530","771","11","2471","2529","1271","1258"
"51","3","4","1","4","5000","4","523","14965","4868","4906","13","4906","0","2377","1248","1281","13","2441","2559","1277","1282"
"59","3","4","1","4","5000","4","523","6935","3764","4196","18","4192","4","1986","999","1211","16","2510","2490","1252","1238"
"55","3","4","1","4","5000","4","523","12775","4753","4826","21","4826","0","2407","1136","1283","21","2529","2471","1187","1284"
"56","3","4","1","4","5000","4","523","12045","4665","4760","11","4760","0","2367","1172","1221","11","2531","2469","1246","1223"
"57","3","4","1","4","5000","4","523","10950","4585","4710","15","4710","0","2357","1094","1259","15","2554","2446","1184","1262"
"58","3","4","1","4","5000","4","523","10220","4428","4603","20","4600","3","2240","1145","1218","18","2482","2518","1295","1223"
"54","3","4","1","4","5000","4","523","13505","4758","4820","10","4819","1","2364","1262","1194","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","4745","2395","3313","20","3299","14","1518","757","1038","13","2491","2509","1241","1268"
"49","3","2","1","4","5000","4","523","18615","4936","4954","0","4954","0","2433","1274","1247","0","2458","2542","1295","1247"
"60","3","4","1","4","5000","4","523","6935","3643","4123","13","4121","2","1919","1006","1198","12","2480","2520","1280","1240"
"52","3","4","1","4","5000","4","523","14235","4800","4869","21","4869","0","2440","1205","1224","20","2516","2484","1260","1224"
"61","3","4","1","4","5000","4","523","5840","3139","3754","16","3748","6","1758","877","1119","15","2543","2457","1230","1227"
"50","3","2","1","4","5000","4","523","17520","4932","4954","0","4954","0","2438","1241","1275","0","2466","2534","1259","1275"
"63","3","4","1","4","5000","4","523","3650","1636","2596","16","2576","20","1158","595","843","11","2471","2529","1271","1258"
"48","3","2","1","4","5000","4","523","26645","4984","4990","0","4990","0","2504","1273","1213","0","2512","2488","1275","1213"
"53","3","4","1","4","5000","4","523","13870","4800","4854","8","4852","2","2357","1230","1267","8","2450","2550","1283","1267"
"59","3","4","1","4","5000","4","523","7300","3890","4286","18","4281","5","2046","1023","1217","16","2510","2490","1252","1238"
"51","3","4","1","4","5000","4","523","15330","4882","4911","13","4911","0","2380","1249","1282","13","2441","2559","1277","1282"
"55","3","4","1","4","5000","4","523","13140","4779","4842","21","4842","0","2418","1140","1284","21","2529","2471","1187","1284"
"56","3","4","1","4","5000","4","523","12410","4684","4778","11","4778","0","2383","1174","1221","11","2531","2469","1246","1223"
"58","3","4","1","4","5000","4","523","10585","4479","4631","20","4627","4","2257","1155","1219","18","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","11315","4623","4734","15","4733","1","2373","1102","1259","15","2554","2446","1184","1262"
"54","3","4","1","4","5000","4","523","13870","4777","4829","10","4829","0","2369","1266","1194","10","2480","2520","1326","1194"
"62","3","4","1","4","5000","4","523","5110","2650","3522","20","3514","8","1627","810","1085","14","2491","2509","1241","1268"
"49","3","2","1","4","5000","4","523","18980","4944","4960","0","4959","1","2436","1277","1247","0","2458","2542","1295","1247"
"60","3","4","1","4","5000","4","523","7300","3770","4212","13","4210","2","1966","1034","1212","12","2480","2520","1280","1240"
"52","3","4","1","4","5000","4","523","14600","4820","4880","21","4880","0","2444","1212","1224","20","2516","2484","1260","1224"
"63","3","4","1","4","5000","4","523","4015","1843","2857","16","2843","14","1282","656","919","11","2471","2529","1271","1258"
"61","3","4","1","4","5000","4","523","6205","3333","3877","16","3870","7","1827","906","1144","15","2543","2457","1230","1227"
"50","3","2","1","4","5000","4","523","17885","4939","4957","0","4957","0","2441","1241","1275","0","2466","2534","1259","1275"
"53","3","4","1","4","5000","4","523","14235","4810","4869","8","4868","1","2369","1233","1267","8","2450","2550","1283","1267"
"59","3","4","1","4","5000","4","523","7665","4007","4346","18","4342","4","2086","1038","1222","16","2510","2490","1252","1238"
"48","3","2","1","4","5000","4","523","27010","4986","4992","0","4992","0","2506","1273","1213","0","2512","2488","1275","1213"
"55","3","4","1","4","5000","4","523","13505","4799","4853","21","4852","1","2426","1143","1284","21","2529","2471","1187","1284"
"51","3","4","1","4","5000","4","523","15695","4892","4917","13","4917","0","2384","1251","1282","13","2441","2559","1277","1282"
"56","3","4","1","4","5000","4","523","12775","4719","4799","11","4798","1","2401","1177","1221","11","2531","2469","1246","1223"
"62","3","4","1","4","5000","4","523","5475","2912","3697","20","3693","4","1712","861","1124","15","2491","2509","1241","1268"
"54","3","4","1","4","5000","4","523","14235","4800","4840","10","4840","0","2376","1270","1194","10","2480","2520","1326","1194"
"58","3","4","1","4","5000","4","523","10950","4529","4668","20","4667","1","2281","1166","1221","19","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","11680","4660","4760","15","4759","1","2393","1107","1260","15","2554","2446","1184","1262"
"60","3","4","1","4","5000","4","523","7665","3911","4291","13","4285","6","2015","1053","1223","12","2480","2520","1280","1240"
"49","3","2","1","4","5000","4","523","19345","4946","4963","0","4963","0","2437","1279","1247","0","2458","2542","1295","1247"
"63","3","4","1","4","5000","4","523","4380","2109","3061","16","3050","11","1387","701","973","12","2471","2529","1271","1258"
"52","3","4","1","4","5000","4","523","14965","4838","4890","21","4889","1","2447","1219","1224","20","2516","2484","1260","1224"
"61","3","4","1","4","5000","4","523","6570","3493","3957","16","3952","5","1866","935","1156","15","2543","2457","1230","1227"
"50","3","2","1","4","5000","4","523","18250","4943","4960","0","4960","0","2443","1242","1275","0","2466","2534","1259","1275"
"59","3","4","1","4","5000","4","523","8030","4117","4430","18","4426","4","2136","1065","1229","16","2510","2490","1252","1238"
"53","3","4","1","4","5000","4","523","14600","4823","4878","8","4877","1","2373","1238","1267","8","2450","2550","1283","1267"
"55","3","4","1","4","5000","4","523","13870","4817","4866","21","4864","2","2434","1148","1284","21","2529","2471","1187","1284"
"51","3","4","1","4","5000","4","523","16060","4898","4923","13","4923","0","2389","1252","1282","13","2441","2559","1277","1282"
"48","3","2","1","4","5000","4","523","27375","4986","4993","0","4993","0","2506","1274","1213","0","2512","2488","1275","1213"
"56","3","4","1","4","5000","4","523","13140","4744","4812","11","4809","3","2409","1180","1223","11","2531","2469","1246","1223"
"62","3","4","1","4","5000","4","523","5840","3150","3852","20","3844","8","1792","899","1161","16","2491","2509","1241","1268"
"54","3","4","1","4","5000","4","523","14600","4814","4853","10","4853","0","2384","1275","1194","10","2480","2520","1326","1194"
"60","3","4","1","4","5000","4","523","8030","4033","4361","13","4359","2","2056","1078","1227","12","2480","2520","1280","1240"
"58","3","4","1","4","5000","4","523","11315","4573","4701","20","4700","1","2304","1176","1221","19","2482","2518","1295","1223"
"57","3","4","1","4","5000","4","523","12045","4682","4789","15","4788","1","2412","1116","1261","15","2554","2446","1184","1262"
"49","3","2","1","4","5000","4","523","19710","4950","4967","0","4967","0","2440","1280","1247","0","2458","2542","1295","1247"
"63","3","4","1","4","5000","4","523","4745","2383","3250","16","3245","5","1478","744","1028","12","2471","2529","1271","1258"
"61","3","4","1","4","5000","4","523","6935","3655","4059","16","4054","5","1926","962","1171","15","2543","2457","1230","1227"
